customer_id;age;gender;item_purchased;category;location;size;color;season;review_rating;product_rating;subscription_status;shipping_type;discount_applied;payment_method;frequency_of_purchases;age_group;total_purchase_amount;total_previous_purchase;total_spending;spending_category;freq_of_puchase_days;customer_segmentation
2111;52;Male;Socks;Clothing;Montana;L;Cyan;Spring;3,9;average_rated;No;Store Pickup;No;Debit Card;Every 3 Months;senior;93;36;129;;90;returning
2112;41;Male;Sunglasses;Accessories;Missouri;XL;Pink;Spring;2,6;poorly_rated;No;Free Shipping;No;Bank Transfer;Annually;mid_adult;85;15;100;;365;new
2113;43;Male;Belt;Accessories;Tennessee;M;Lavender;Fall;4,5;top_rated;No;2-Day Shipping;No;Cash;Fortnightly;mid_adult;68;7;75;;14;loyal
2114;63;Male;Dress;Clothing;Virginia;M;Brown;Spring;2,7;poorly_rated;No;Store Pickup;No;PayPal;Every 3 Months;senior;40;29;69;;90;returning
2115;37;Male;Shirt;Clothing;Vermont;M;Magenta;Winter;2,9;poorly_rated;No;Standard;No;Debit Card;Annually;mid_adult;51;12;63;;365;new
2116;44;Male;Scarf;Accessories;Rhode Island;M;Violet;Winter;3,4;average_rated;No;Store Pickup;No;Bank Transfer;Bi-Weekly;mid_adult;85;16;101;;14;loyal
2117;67;Male;Jacket;Outerwear;Kansas;M;Teal;Summer;2,9;poorly_rated;No;Express;No;Debit Card;Bi-Weekly;senior;23;50;73;;14;loyal
2118;27;Male;Dress;Clothing;Colorado;L;Brown;Summer;3,8;average_rated;No;Free Shipping;No;Debit Card;Annually;early_adult;28;11;39;;365;new
2119;60;Male;Socks;Clothing;Georgia;M;Olive;Fall;4,2;highly_rated;No;2-Day Shipping;No;Debit Card;Quarterly;senior;44;28;72;;90;returning
2120;58;Male;Jewelry;Accessories;Nebraska;M;Indigo;Spring;3,5;average_rated;No;Store Pickup;No;Venmo;Bi-Weekly;senior;57;36;93;;14;loyal
2121;53;Male;Scarf;Accessories;Missouri;S;Red;Fall;3,1;average_rated;No;Next Day Air;No;PayPal;Quarterly;senior;98;38;136;;90;returning
2122;43;Male;Backpack;Accessories;Alaska;M;Olive;Winter;3,5;average_rated;No;2-Day Shipping;No;Bank Transfer;Monthly;mid_adult;68;32;100;;30;loyal
2123;32;Male;Jacket;Outerwear;Virginia;L;Teal;Fall;4;highly_rated;No;Express;No;Debit Card;Weekly;early_adult;36;42;78;;7;loyal
2124;54;Male;Coat;Outerwear;Nebraska;L;Cyan;Spring;3,7;average_rated;No;Express;No;Debit Card;Bi-Weekly;senior;71;22;93;;14;loyal
2125;47;Male;Skirt;Clothing;Rhode Island;M;Teal;Fall;4,2;highly_rated;No;Next Day Air;No;Venmo;Quarterly;mid_adult;60;22;82;;90;returning
2126;57;Male;Coat;Outerwear;New Hampshire;M;Beige;Fall;4,8;top_rated;No;Store Pickup;No;PayPal;Quarterly;senior;87;31;118;;90;returning
2127;63;Male;Shoes;Footwear;Alabama;XL;Magenta;Winter;4,1;highly_rated;No;Express;No;Credit Card;Monthly;senior;38;28;66;;30;loyal
2128;70;Male;Boots;Footwear;North Carolina;M;Indigo;Spring;4,5;top_rated;No;2-Day Shipping;No;Debit Card;Weekly;senior;45;40;85;;7;loyal
2129;62;Male;Coat;Outerwear;New Mexico;L;Cyan;Fall;2,7;poorly_rated;No;2-Day Shipping;No;PayPal;Weekly;senior;47;21;68;;7;loyal
2130;40;Male;Skirt;Clothing;Minnesota;L;Orange;Fall;2,8;poorly_rated;No;Store Pickup;No;PayPal;Every 3 Months;mid_adult;57;12;69;;90;returning
2131;25;Male;Backpack;Accessories;Arizona;L;Violet;Summer;3,7;average_rated;No;Free Shipping;No;Credit Card;Annually;young;68;33;101;;365;new
2132;19;Male;Shorts;Clothing;Montana;M;Red;Fall;3,6;average_rated;No;Express;No;Bank Transfer;Fortnightly;young;52;9;61;;14;loyal
2133;25;Male;Skirt;Clothing;Vermont;M;Magenta;Fall;4,7;top_rated;No;2-Day Shipping;No;Debit Card;Weekly;young;87;15;102;;7;loyal
2134;21;Male;Hat;Accessories;Maine;M;Olive;Summer;3,8;average_rated;No;Standard;No;Bank Transfer;Annually;young;34;13;47;;365;new
2135;55;Male;Sandals;Footwear;Virginia;XL;Maroon;Winter;2,9;poorly_rated;No;Standard;No;Credit Card;Fortnightly;senior;41;35;76;;14;loyal
2136;34;Male;Sunglasses;Accessories;California;S;Yellow;Winter;4,6;top_rated;No;Next Day Air;No;Debit Card;Every 3 Months;early_adult;94;1;95;;90;returning
2137;47;Male;Sunglasses;Accessories;New York;M;Red;Summer;2,8;poorly_rated;No;Standard;No;Bank Transfer;Fortnightly;mid_adult;93;25;118;;14;loyal
2138;27;Male;Socks;Clothing;Indiana;XL;Purple;Winter;4,6;top_rated;No;2-Day Shipping;No;Credit Card;Every 3 Months;early_adult;51;20;71;;90;returning
2139;67;Male;Sweater;Clothing;Mississippi;M;Teal;Fall;2,8;poorly_rated;No;Next Day Air;No;Venmo;Quarterly;senior;42;36;78;;90;returning
2140;40;Male;Boots;Footwear;New York;M;Red;Winter;3;average_rated;No;Free Shipping;No;Cash;Weekly;mid_adult;95;33;128;;7;loyal
2141;53;Male;Handbag;Accessories;New Mexico;M;Brown;Fall;3,7;average_rated;No;Standard;No;Cash;Fortnightly;senior;90;36;126;;14;loyal
2142;24;Male;Dress;Clothing;Kentucky;M;Peach;Winter;4,1;highly_rated;No;2-Day Shipping;No;PayPal;Annually;young;98;32;130;;365;new
2143;47;Male;Hat;Accessories;North Dakota;M;Maroon;Winter;4,3;highly_rated;No;Next Day Air;No;Venmo;Quarterly;mid_adult;39;21;60;;90;returning
2144;53;Male;Sandals;Footwear;Arkansas;L;Red;Fall;3,8;average_rated;No;Next Day Air;No;Venmo;Bi-Weekly;senior;66;48;114;;14;loyal
2145;47;Male;Shoes;Footwear;Maryland;L;Orange;Winter;3,7;average_rated;No;Free Shipping;No;PayPal;Quarterly;mid_adult;23;25;48;;90;returning
2146;38;Male;Skirt;Clothing;Connecticut;S;White;Winter;4,8;top_rated;No;Standard;No;PayPal;Annually;mid_adult;73;32;105;;365;new
2147;48;Male;Sunglasses;Accessories;Utah;XL;White;Summer;4,6;top_rated;No;Standard;No;PayPal;Every 3 Months;mid_adult;23;45;68;;90;returning
2148;47;Male;Skirt;Clothing;Missouri;S;Charcoal;Fall;4,8;top_rated;No;Standard;No;Cash;Fortnightly;mid_adult;43;4;47;;14;loyal
2149;19;Male;T-shirt;Clothing;Nebraska;XL;Turquoise;Winter;4,6;top_rated;No;2-Day Shipping;No;PayPal;Bi-Weekly;young;45;19;64;;14;loyal
2150;38;Male;Sandals;Footwear;Hawaii;L;Orange;Winter;4;highly_rated;No;Standard;No;Bank Transfer;Weekly;mid_adult;21;1;22;;7;loyal
2151;57;Male;Shirt;Clothing;Illinois;M;Orange;Spring;2,6;poorly_rated;No;2-Day Shipping;No;Cash;Weekly;senior;40;12;52;;7;loyal
2152;70;Male;Jeans;Clothing;Vermont;L;Brown;Fall;2,6;poorly_rated;No;2-Day Shipping;No;Venmo;Monthly;senior;58;18;76;;30;loyal
2153;38;Male;Shorts;Clothing;New Jersey;L;Magenta;Summer;4,5;top_rated;No;Next Day Air;No;Bank Transfer;Bi-Weekly;mid_adult;48;43;91;;14;loyal
2154;35;Male;Shirt;Clothing;Kentucky;M;Violet;Fall;4,2;highly_rated;No;Free Shipping;No;PayPal;Annually;early_adult;94;31;125;;365;new
2155;46;Male;Scarf;Accessories;Wyoming;M;Violet;Spring;3,4;average_rated;No;Store Pickup;No;Cash;Every 3 Months;mid_adult;74;33;107;;90;returning
2156;32;Male;Handbag;Accessories;Hawaii;L;Yellow;Fall;3,7;average_rated;No;Store Pickup;No;PayPal;Monthly;early_adult;51;46;97;;30;loyal
2157;38;Male;Skirt;Clothing;Missouri;M;Maroon;Winter;3,6;average_rated;No;Next Day Air;No;Debit Card;Bi-Weekly;mid_adult;83;41;124;;14;loyal
2158;41;Male;Handbag;Accessories;Mississippi;L;Turquoise;Winter;4;highly_rated;No;Next Day Air;No;Venmo;Fortnightly;mid_adult;68;41;109;;14;loyal
2159;19;Male;Gloves;Accessories;Massachusetts;XL;Olive;Spring;4,6;top_rated;No;Standard;No;Bank Transfer;Fortnightly;young;84;9;93;;14;loyal
2160;18;Male;Shirt;Clothing;Louisiana;M;Peach;Fall;3;average_rated;No;Free Shipping;No;Cash;Annually;young;58;34;92;;365;new
2161;45;Male;Blouse;Clothing;West Virginia;L;Charcoal;Winter;3,3;average_rated;No;Express;No;PayPal;Annually;mid_adult;92;21;113;;365;new
2162;23;Male;Dress;Clothing;Washington;S;Peach;Summer;3,8;average_rated;No;Express;No;Debit Card;Fortnightly;young;69;5;74;;14;loyal
2163;60;Male;Shorts;Clothing;Oregon;S;Black;Summer;2,7;poorly_rated;No;Free Shipping;No;PayPal;Weekly;senior;48;32;80;;7;loyal
2164;52;Male;Shoes;Footwear;New York;L;Gray;Spring;4,5;top_rated;No;Express;No;Bank Transfer;Monthly;senior;60;44;104;;30;loyal
2165;42;Male;Sandals;Footwear;Iowa;S;Olive;Winter;4,8;top_rated;No;Next Day Air;No;PayPal;Bi-Weekly;mid_adult;20;46;66;;14;loyal
2166;29;Male;Pants;Clothing;Idaho;M;Turquoise;Summer;4,2;highly_rated;No;Express;No;Credit Card;Every 3 Months;early_adult;55;42;97;;90;returning
2167;31;Male;Jacket;Outerwear;New Jersey;S;Purple;Spring;3,5;average_rated;No;Express;No;Credit Card;Bi-Weekly;early_adult;88;50;138;;14;loyal
2168;30;Male;Skirt;Clothing;Ohio;L;Green;Winter;4,9;top_rated;No;Standard;No;Venmo;Fortnightly;early_adult;48;33;81;;14;loyal
2169;23;Male;Handbag;Accessories;Connecticut;M;Beige;Spring;4,1;highly_rated;No;Next Day Air;No;Cash;Quarterly;young;74;32;106;;90;returning
2170;31;Male;Coat;Outerwear;Florida;M;Brown;Fall;2,9;poorly_rated;No;Next Day Air;No;Bank Transfer;Bi-Weekly;early_adult;42;32;74;;14;loyal
2171;40;Male;Sweater;Clothing;South Carolina;M;Turquoise;Fall;4;highly_rated;No;Next Day Air;No;Venmo;Every 3 Months;mid_adult;32;37;69;;90;returning
2172;39;Male;Shorts;Clothing;Missouri;M;Yellow;Summer;4,6;top_rated;No;Store Pickup;No;Cash;Fortnightly;mid_adult;98;9;107;;14;loyal
2173;28;Male;Skirt;Clothing;Rhode Island;S;Lavender;Fall;2,8;poorly_rated;No;Store Pickup;No;PayPal;Fortnightly;early_adult;89;6;95;;14;loyal
2174;23;Male;Gloves;Accessories;Delaware;S;Cyan;Summer;5;top_rated;No;2-Day Shipping;No;Venmo;Quarterly;young;97;36;133;;90;returning
2175;42;Male;Backpack;Accessories;Colorado;S;Olive;Spring;2,9;poorly_rated;No;Store Pickup;No;Cash;Annually;mid_adult;49;1;50;;365;new
2176;68;Male;Dress;Clothing;Nebraska;M;Silver;Spring;3,3;average_rated;No;Free Shipping;No;Credit Card;Fortnightly;senior;50;48;98;;14;loyal
2177;24;Male;Belt;Accessories;Vermont;S;Red;Winter;3,4;average_rated;No;2-Day Shipping;No;Debit Card;Quarterly;young;91;44;135;;90;returning
2178;24;Male;Gloves;Accessories;Montana;XL;Green;Winter;3;average_rated;No;Express;No;PayPal;Bi-Weekly;young;93;9;102;;14;loyal
2179;21;Male;Jewelry;Accessories;Florida;M;Gold;Summer;4,7;top_rated;No;Standard;No;Venmo;Annually;young;98;32;130;;365;new
2180;49;Male;Socks;Clothing;Delaware;L;Lavender;Fall;2,9;poorly_rated;No;Next Day Air;No;PayPal;Monthly;mid_adult;82;14;96;;30;loyal
2181;41;Male;Coat;Outerwear;Connecticut;M;Yellow;Summer;4,1;highly_rated;No;Store Pickup;No;Cash;Quarterly;mid_adult;37;43;80;;90;returning
2182;22;Male;Handbag;Accessories;Hawaii;M;Black;Fall;3,2;average_rated;No;Free Shipping;No;Bank Transfer;Bi-Weekly;young;63;32;95;;14;loyal
2183;42;Male;Blouse;Clothing;New Mexico;M;Maroon;Winter;2,7;poorly_rated;No;Store Pickup;No;Venmo;Bi-Weekly;mid_adult;99;26;125;;14;loyal
2184;30;Male;Shorts;Clothing;Kansas;M;Maroon;Spring;4,7;top_rated;No;Store Pickup;No;Cash;Monthly;early_adult;37;2;39;;30;loyal
2185;38;Male;Shoes;Footwear;Nevada;S;Gold;Spring;3,2;average_rated;No;Free Shipping;No;PayPal;Every 3 Months;mid_adult;34;16;50;;90;returning
2186;40;Male;Shorts;Clothing;North Carolina;M;Violet;Winter;2,5;poorly_rated;No;Express;No;Debit Card;Every 3 Months;mid_adult;32;50;82;;90;returning
2187;55;Male;Sandals;Footwear;New Mexico;XL;Teal;Winter;4,3;highly_rated;No;Next Day Air;No;PayPal;Every 3 Months;senior;23;6;29;;90;returning
2188;37;Male;Blouse;Clothing;Idaho;M;Violet;Spring;4,4;highly_rated;No;Free Shipping;No;PayPal;Annually;mid_adult;78;20;98;;365;new
2189;41;Male;Coat;Outerwear;California;M;Brown;Winter;4,7;top_rated;No;Next Day Air;No;Credit Card;Weekly;mid_adult;54;9;63;;7;loyal
2190;38;Male;Blouse;Clothing;Wisconsin;XL;Brown;Fall;4;highly_rated;No;Express;No;Credit Card;Bi-Weekly;mid_adult;94;47;141;;14;loyal
2191;42;Male;Belt;Accessories;Alaska;S;Maroon;Spring;4,6;top_rated;No;Express;No;Credit Card;Annually;mid_adult;75;33;108;;365;new
2192;26;Male;Blouse;Clothing;Pennsylvania;S;Maroon;Summer;3,8;average_rated;No;Next Day Air;No;Cash;Bi-Weekly;early_adult;69;46;115;;14;loyal
2193;41;Male;Scarf;Accessories;Virginia;L;Yellow;Winter;3,2;average_rated;No;Next Day Air;No;Credit Card;Monthly;mid_adult;35;9;44;;30;loyal
2194;27;Male;Shirt;Clothing;California;L;Turquoise;Spring;5;top_rated;No;Express;No;PayPal;Monthly;early_adult;78;8;86;;30;loyal
2195;61;Male;Socks;Clothing;Kentucky;M;Silver;Summer;3,5;average_rated;No;Standard;No;Bank Transfer;Quarterly;senior;29;48;77;;90;returning
2196;58;Male;Jeans;Clothing;New York;M;Brown;Fall;3,7;average_rated;No;Next Day Air;No;Cash;Monthly;senior;62;2;64;;30;loyal
2197;25;Male;Dress;Clothing;Vermont;M;Gray;Spring;4,8;top_rated;No;Next Day Air;No;PayPal;Weekly;young;58;31;89;;7;loyal
2198;33;Male;Boots;Footwear;Pennsylvania;M;Indigo;Summer;3,7;average_rated;No;2-Day Shipping;No;Venmo;Monthly;early_adult;88;40;128;;30;loyal
2199;57;Male;Scarf;Accessories;New York;L;Turquoise;Summer;3,5;average_rated;No;Free Shipping;No;Venmo;Monthly;senior;80;35;115;;30;loyal
2200;39;Male;Scarf;Accessories;North Carolina;M;Maroon;Summer;4,9;top_rated;No;Store Pickup;No;Debit Card;Monthly;mid_adult;47;40;87;;30;loyal
2201;60;Male;Gloves;Accessories;Wyoming;L;Charcoal;Summer;4,7;top_rated;No;Next Day Air;No;Debit Card;Every 3 Months;senior;51;27;78;;90;returning
2202;39;Male;Pants;Clothing;Ohio;L;Peach;Spring;4,9;top_rated;No;2-Day Shipping;No;Venmo;Annually;mid_adult;25;10;35;;365;new
2203;42;Male;Dress;Clothing;Alabama;M;Red;Summer;4,3;highly_rated;No;Next Day Air;No;Credit Card;Weekly;mid_adult;36;23;59;;7;loyal
2204;53;Male;Dress;Clothing;Rhode Island;M;Indigo;Winter;3,1;average_rated;No;Free Shipping;No;Cash;Quarterly;senior;79;32;111;;90;returning
2205;20;Male;Jeans;Clothing;Oregon;S;Lavender;Winter;3,4;average_rated;No;2-Day Shipping;No;Debit Card;Monthly;young;41;6;47;;30;loyal
2206;46;Male;Sweater;Clothing;North Dakota;XL;Red;Fall;2,7;poorly_rated;No;Express;No;PayPal;Weekly;mid_adult;68;27;95;;7;loyal
2207;46;Male;Sandals;Footwear;Illinois;L;Green;Spring;2,6;poorly_rated;No;Store Pickup;No;Bank Transfer;Fortnightly;mid_adult;51;25;76;;14;loyal
2208;69;Male;Handbag;Accessories;New Mexico;M;Gray;Fall;2,9;poorly_rated;No;Next Day Air;No;Credit Card;Annually;senior;38;11;49;;365;new
2209;28;Male;Scarf;Accessories;Colorado;XL;Violet;Summer;2,7;poorly_rated;No;2-Day Shipping;No;PayPal;Monthly;early_adult;46;23;69;;30;loyal
2210;42;Male;Sandals;Footwear;Utah;XL;Beige;Summer;4,5;top_rated;No;2-Day Shipping;No;Bank Transfer;Quarterly;mid_adult;20;44;64;;90;returning
2211;30;Male;Sunglasses;Accessories;Virginia;M;Orange;Summer;3,1;average_rated;No;Store Pickup;No;PayPal;Fortnightly;early_adult;25;35;60;;14;loyal
2212;50;Male;Sweater;Clothing;Maine;L;Purple;Winter;3,2;average_rated;No;Free Shipping;No;Debit Card;Every 3 Months;mid_adult;89;45;134;;90;returning
2213;59;Male;Pants;Clothing;Nebraska;M;Brown;Winter;3,3;average_rated;No;Next Day Air;No;Bank Transfer;Quarterly;senior;77;22;99;;90;returning
2214;54;Male;Hat;Accessories;Hawaii;M;Maroon;Fall;2,9;poorly_rated;No;Express;No;Debit Card;Quarterly;senior;94;18;112;;90;returning
2215;50;Male;Belt;Accessories;Idaho;L;Gold;Fall;4,1;highly_rated;No;Standard;No;Debit Card;Weekly;mid_adult;100;20;120;;7;loyal
2216;25;Male;Sandals;Footwear;West Virginia;M;Indigo;Winter;2,7;poorly_rated;No;Express;No;Credit Card;Fortnightly;young;96;28;124;;14;loyal
2217;41;Male;Pants;Clothing;Vermont;XL;Silver;Winter;4;highly_rated;No;Store Pickup;No;Venmo;Bi-Weekly;mid_adult;36;15;51;;14;loyal
2218;35;Male;Jewelry;Accessories;Indiana;XL;Red;Fall;2,6;poorly_rated;No;Store Pickup;No;Bank Transfer;Fortnightly;early_adult;27;42;69;;14;loyal
2219;67;Male;Sunglasses;Accessories;Idaho;M;Magenta;Winter;3,5;average_rated;No;Store Pickup;No;Debit Card;Quarterly;senior;67;20;87;;90;returning
2220;33;Male;Blouse;Clothing;Minnesota;S;Purple;Fall;2,8;poorly_rated;No;Store Pickup;No;Bank Transfer;Fortnightly;early_adult;91;16;107;;14;loyal
2221;19;Male;Belt;Accessories;Wyoming;XL;Beige;Fall;4,5;top_rated;No;Store Pickup;No;Cash;Annually;young;62;47;109;;365;new
2222;25;Male;Shorts;Clothing;Kansas;XL;White;Fall;3;average_rated;No;Free Shipping;No;Credit Card;Annually;young;88;34;122;;365;new
2223;32;Male;Pants;Clothing;Georgia;M;Teal;Summer;4,4;highly_rated;No;Store Pickup;No;Credit Card;Weekly;early_adult;66;30;96;;7;loyal
2224;30;Male;Sandals;Footwear;Kansas;M;Gray;Fall;4,7;top_rated;No;Next Day Air;No;PayPal;Quarterly;early_adult;65;5;70;;90;returning
2225;18;Male;Gloves;Accessories;Nebraska;L;Charcoal;Winter;4,3;highly_rated;No;Standard;No;Cash;Quarterly;young;25;38;63;;90;returning
2226;38;Male;Belt;Accessories;Washington;S;Olive;Spring;4,8;top_rated;No;Free Shipping;No;Credit Card;Annually;mid_adult;64;18;82;;365;new
2227;22;Male;Shirt;Clothing;Missouri;L;Blue;Spring;4,8;top_rated;No;Store Pickup;No;Cash;Annually;young;72;28;100;;365;new
2228;40;Male;Scarf;Accessories;Washington;S;Gray;Summer;4,4;highly_rated;No;Next Day Air;No;Credit Card;Fortnightly;mid_adult;74;42;116;;14;loyal
2229;54;Male;Gloves;Accessories;Kansas;M;Green;Fall;3,7;average_rated;No;Free Shipping;No;Credit Card;Weekly;senior;50;5;55;;7;loyal
2230;70;Male;Pants;Clothing;Minnesota;M;Silver;Fall;3,9;average_rated;No;Express;No;Venmo;Monthly;senior;97;50;147;;30;loyal
2231;52;Male;Sneakers;Footwear;Colorado;S;Teal;Spring;3,8;average_rated;No;Express;No;Venmo;Fortnightly;senior;36;33;69;;14;loyal
2232;34;Male;Jacket;Outerwear;Utah;M;Beige;Fall;4,1;highly_rated;No;Store Pickup;No;Credit Card;Weekly;early_adult;49;1;50;;7;loyal
2233;65;Male;Shoes;Footwear;North Carolina;L;Lavender;Spring;4;highly_rated;No;Store Pickup;No;Cash;Fortnightly;senior;64;14;78;;14;loyal
2234;38;Male;Blouse;Clothing;Florida;XL;Gray;Summer;4,5;top_rated;No;Express;No;Credit Card;Monthly;mid_adult;31;48;79;;30;loyal
2235;35;Male;Boots;Footwear;New Hampshire;S;Yellow;Winter;4;highly_rated;No;Express;No;Cash;Weekly;early_adult;66;26;92;;7;loyal
2236;40;Male;Socks;Clothing;Illinois;M;Gray;Spring;4,5;top_rated;No;2-Day Shipping;No;Credit Card;Annually;mid_adult;82;44;126;;365;new
2237;23;Male;T-shirt;Clothing;Louisiana;M;Yellow;Winter;2,7;poorly_rated;No;Standard;No;Debit Card;Fortnightly;young;88;18;106;;14;loyal
2238;45;Male;Sandals;Footwear;Alabama;S;Black;Summer;3,8;average_rated;No;Next Day Air;No;Venmo;Every 3 Months;mid_adult;34;31;65;;90;returning
2239;40;Male;Sneakers;Footwear;Florida;L;Beige;Winter;3,8;average_rated;No;Standard;No;Debit Card;Weekly;mid_adult;84;18;102;;7;loyal
2240;42;Male;Jewelry;Accessories;Alabama;L;Indigo;Summer;3,8;average_rated;No;2-Day Shipping;No;Credit Card;Every 3 Months;mid_adult;96;41;137;;90;returning
2241;57;Male;Sandals;Footwear;California;L;Green;Winter;4,3;highly_rated;No;Next Day Air;No;Debit Card;Every 3 Months;senior;71;18;89;;90;returning
2242;18;Male;Jacket;Outerwear;Maryland;M;Purple;Summer;3,5;average_rated;No;Free Shipping;No;Bank Transfer;Bi-Weekly;young;77;3;80;;14;loyal
2243;18;Male;Skirt;Clothing;Nevada;M;Orange;Spring;3,8;average_rated;No;Next Day Air;No;Credit Card;Bi-Weekly;young;66;5;71;;14;loyal
2244;56;Male;Shirt;Clothing;Massachusetts;M;Teal;Winter;3,7;average_rated;No;2-Day Shipping;No;Debit Card;Annually;senior;21;13;34;;365;new
2245;35;Male;Shorts;Clothing;South Carolina;M;Gold;Summer;4,8;top_rated;No;2-Day Shipping;No;PayPal;Annually;early_adult;37;22;59;;365;new
2246;49;Male;Socks;Clothing;Delaware;L;Gray;Fall;4,9;top_rated;No;Free Shipping;No;PayPal;Fortnightly;mid_adult;90;45;135;;14;loyal
2247;49;Male;Jacket;Outerwear;Hawaii;M;Cyan;Fall;4,3;highly_rated;No;Store Pickup;No;PayPal;Every 3 Months;mid_adult;96;39;135;;90;returning
2248;34;Male;Jewelry;Accessories;Florida;L;Teal;Summer;4,4;highly_rated;No;Next Day Air;No;Venmo;Annually;early_adult;37;18;55;;365;new
2249;63;Male;T-shirt;Clothing;Rhode Island;M;Violet;Winter;3,4;average_rated;No;Free Shipping;No;PayPal;Fortnightly;senior;66;19;85;;14;loyal
2250;42;Male;Gloves;Accessories;Wyoming;XL;Indigo;Spring;4,3;highly_rated;No;Next Day Air;No;Debit Card;Weekly;mid_adult;45;29;74;;7;loyal
2251;41;Male;Shoes;Footwear;Colorado;L;Pink;Summer;4,6;top_rated;No;Store Pickup;No;Credit Card;Weekly;mid_adult;89;19;108;;7;loyal
2252;26;Male;Shoes;Footwear;Virginia;L;Gold;Fall;3,8;average_rated;No;Free Shipping;No;Debit Card;Monthly;early_adult;94;22;116;;30;loyal
2253;48;Male;Shoes;Footwear;Nebraska;S;Maroon;Summer;3,9;average_rated;No;Express;No;Bank Transfer;Annually;mid_adult;96;21;117;;365;new
2254;62;Male;Hoodie;Clothing;Oklahoma;M;Brown;Spring;2,6;poorly_rated;No;Store Pickup;No;PayPal;Monthly;senior;31;22;53;;30;loyal
2255;24;Male;Belt;Accessories;North Dakota;M;Gold;Winter;4,2;highly_rated;No;Store Pickup;No;PayPal;Every 3 Months;young;79;44;123;;90;returning
2256;48;Male;Coat;Outerwear;Michigan;L;Teal;Spring;4,6;top_rated;No;Store Pickup;No;Bank Transfer;Quarterly;mid_adult;39;42;81;;90;returning
2257;31;Male;Blouse;Clothing;California;M;Turquoise;Fall;5;top_rated;No;Standard;No;Credit Card;Quarterly;early_adult;22;33;55;;90;returning
2258;41;Male;Skirt;Clothing;Tennessee;L;Olive;Fall;4,2;highly_rated;No;Standard;No;Bank Transfer;Annually;mid_adult;32;6;38;;365;new
2259;24;Male;T-shirt;Clothing;Ohio;L;Cyan;Winter;4,3;highly_rated;No;Store Pickup;No;Credit Card;Every 3 Months;young;71;44;115;;90;returning
2260;60;Male;Jeans;Clothing;Florida;XL;Beige;Spring;3,3;average_rated;No;Free Shipping;No;Cash;Annually;senior;96;24;120;;365;new
2261;38;Male;Scarf;Accessories;Missouri;M;Blue;Fall;4,9;top_rated;No;Express;No;PayPal;Quarterly;mid_adult;82;16;98;;90;returning
2262;58;Male;Backpack;Accessories;South Carolina;L;Gold;Spring;4,4;highly_rated;No;Standard;No;Bank Transfer;Fortnightly;senior;76;12;88;;14;loyal
2263;53;Male;Backpack;Accessories;Arizona;M;Green;Winter;3,1;average_rated;No;2-Day Shipping;No;PayPal;Monthly;senior;22;50;72;;30;loyal
2264;44;Male;Scarf;Accessories;Indiana;XL;Green;Winter;3,5;average_rated;No;Store Pickup;No;Cash;Quarterly;mid_adult;40;42;82;;90;returning
2265;51;Male;Hat;Accessories;North Dakota;M;Turquoise;Summer;3,9;average_rated;No;2-Day Shipping;No;PayPal;Monthly;senior;92;50;142;;30;loyal
2266;36;Male;Coat;Outerwear;Montana;XL;Yellow;Fall;3,9;average_rated;No;Store Pickup;No;PayPal;Quarterly;mid_adult;94;10;104;;90;returning
2267;20;Male;Dress;Clothing;Missouri;M;Yellow;Fall;4,3;highly_rated;No;Store Pickup;No;Debit Card;Weekly;young;44;32;76;;7;loyal
